"provinsi","jenis","daerah","tahun","periode","gk"
"GORONTALO","TOTAL","PERDESAAN",2019,"MARET",328597
"GORONTALO","TOTAL","PERDESAAN",2019,"SEPTEMBER",351940
"GORONTALO","TOTAL","PERDESAAN",2020,"MARET",366811
"GORONTALO","TOTAL","PERDESAAN",2020,"SEPTEMBER",373911
"GORONTALO","TOTAL","PERDESAANPERKOTAAN",2019,"MARET",333070
"GORONTALO","TOTAL","PERDESAANPERKOTAAN",2019,"SEPTEMBER",353109
"GORONTALO","TOTAL","PERDESAANPERKOTAAN",2020,"MARET",368990
"GORONTALO","TOTAL","PERDESAANPERKOTAAN",2020,"SEPTEMBER",374843
"GORONTALO","TOTAL","PERKOTAAN",2021,"MARET",389959
"GORONTALO","TOTAL","PERKOTAAN",2021,"SEPTEMBER",401219
"GORONTALO","TOTAL","PERKOTAAN",2022,"MARET",413279
"GORONTALO","TOTAL","PERKOTAAN",2022,"SEPTEMBER",436651
"GORONTALO","TOTAL","PERDESAAN",2021,"MARET",388609
"GORONTALO","TOTAL","PERDESAAN",2021,"SEPTEMBER",398806
"GORONTALO","TOTAL","PERDESAAN",2022,"MARET",410188
"GORONTALO","TOTAL","PERDESAAN",2022,"SEPTEMBER",432069
"GORONTALO","TOTAL","PERDESAANPERKOTAAN",2021,"MARET",389827
"GORONTALO","TOTAL","PERDESAANPERKOTAAN",2021,"SEPTEMBER",400505
"GORONTALO","TOTAL","PERDESAANPERKOTAAN",2022,"MARET",411907
"GORONTALO","TOTAL","PERDESAANPERKOTAAN",2022,"SEPTEMBER",434961
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2015,"MARET",204476
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2015,"SEPTEMBER",212226
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2016,"MARET",215503
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2016,"SEPTEMBER",220419
"SULAWESI BARAT","MAKANAN","PERDESAAN",2015,"MARET",209873
"SULAWESI BARAT","MAKANAN","PERDESAAN",2015,"SEPTEMBER",221332
"SULAWESI BARAT","MAKANAN","PERDESAAN",2016,"MARET",230339
"SULAWESI BARAT","MAKANAN","PERDESAAN",2016,"SEPTEMBER",233676
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2015,"MARET",208787
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",219500
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2016,"MARET",227208
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",230960
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2017,"MARET",233411
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2017,"SEPTEMBER",255318
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2018,"MARET",255642
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2018,"SEPTEMBER",259387
"SULAWESI BARAT","MAKANAN","PERDESAAN",2017,"MARET",240903
"SULAWESI BARAT","MAKANAN","PERDESAAN",2017,"SEPTEMBER",247744
"SULAWESI BARAT","MAKANAN","PERDESAAN",2018,"MARET",248042
"SULAWESI BARAT","MAKANAN","PERDESAAN",2018,"SEPTEMBER",249420
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2017,"MARET",239358
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",249544
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2018,"MARET",249788
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",251463
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2019,"MARET",261198
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2019,"SEPTEMBER",266109
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2020,"MARET",277068
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2020,"SEPTEMBER",278234
"SULAWESI BARAT","MAKANAN","PERDESAAN",2019,"MARET",252528
"SULAWESI BARAT","MAKANAN","PERDESAAN",2019,"SEPTEMBER",262158
"SULAWESI BARAT","MAKANAN","PERDESAAN",2020,"MARET",268940
"SULAWESI BARAT","MAKANAN","PERDESAAN",2020,"SEPTEMBER",270167
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2019,"MARET",254518
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",262966
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2020,"MARET",270655
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",271458
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2021,"MARET",286970
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2021,"SEPTEMBER",299813
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2022,"MARET",317189
"SULAWESI BARAT","MAKANAN","PERKOTAAN",2022,"SEPTEMBER",334024
"SULAWESI BARAT","MAKANAN","PERDESAAN",2021,"MARET",278145
"SULAWESI BARAT","MAKANAN","PERDESAAN",2021,"SEPTEMBER",297024
"SULAWESI BARAT","MAKANAN","PERDESAAN",2022,"MARET",313544
"SULAWESI BARAT","MAKANAN","PERDESAAN",2022,"SEPTEMBER",327816
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2021,"MARET",279747
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",297545
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2022,"MARET",314221
"SULAWESI BARAT","MAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",329203
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2015,"MARET",52529
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2015,"SEPTEMBER",56854
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2016,"MARET",57721
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2016,"SEPTEMBER",59698
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2015,"MARET",53237
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2015,"SEPTEMBER",58262
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2016,"MARET",60001
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2016,"SEPTEMBER",62063
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2015,"MARET",53095
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",57979
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2016,"MARET",59632
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",61558
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2017,"MARET",61766
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2017,"SEPTEMBER",63058
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2018,"MARET",65681
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2018,"SEPTEMBER",67038
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2017,"MARET",63946
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2017,"SEPTEMBER",67392
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2018,"MARET",70469
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2018,"SEPTEMBER",74140
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2017,"MARET",63493
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",66374
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2018,"MARET",69333
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",72578
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2019,"MARET",67608
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2019,"SEPTEMBER",74540
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2020,"MARET",77925
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2020,"SEPTEMBER",78733
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2019,"MARET",75486
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2019,"SEPTEMBER",77679
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2020,"MARET",80755
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2020,"SEPTEMBER",82102
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2019,"MARET",73626
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",76976
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2020,"MARET",80088
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",81416
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2021,"MARET",81929
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2021,"SEPTEMBER",82480
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2022,"MARET",87516
"SULAWESI BARAT","NONMAKANAN","PERKOTAAN",2022,"SEPTEMBER",94951
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2021,"MARET",85163
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2021,"SEPTEMBER",87574
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2022,"MARET",91833
"SULAWESI BARAT","NONMAKANAN","PERDESAAN",2022,"SEPTEMBER",98484
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2021,"MARET",84504
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",86540
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2022,"MARET",90966
"SULAWESI BARAT","NONMAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",97774
"SULAWESI BARAT","TOTAL","PERKOTAAN",2013,"MARET",218429
"SULAWESI BARAT","TOTAL","PERKOTAAN",2013,"SEPTEMBER",230973
"SULAWESI BARAT","TOTAL","PERKOTAAN",2014,"MARET",235934
"SULAWESI BARAT","TOTAL","PERKOTAAN",2014,"SEPTEMBER",245959
"SULAWESI BARAT","TOTAL","PERDESAAN",2013,"MARET",211850
"SULAWESI BARAT","TOTAL","PERDESAAN",2013,"SEPTEMBER",228346
"SULAWESI BARAT","TOTAL","PERDESAAN",2014,"MARET",233215
"SULAWESI BARAT","TOTAL","PERDESAAN",2014,"SEPTEMBER",246695
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2013,"MARET",NA
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2013,"SEPTEMBER",NA
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2014,"MARET",NA
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2014,"SEPTEMBER",NA
"SULAWESI BARAT","TOTAL","PERKOTAAN",2015,"MARET",257004
"SULAWESI BARAT","TOTAL","PERKOTAAN",2015,"SEPTEMBER",269080
"SULAWESI BARAT","TOTAL","PERKOTAAN",2016,"MARET",273224
"SULAWESI BARAT","TOTAL","PERKOTAAN",2016,"SEPTEMBER",280117
"SULAWESI BARAT","TOTAL","PERDESAAN",2015,"MARET",263110
"SULAWESI BARAT","TOTAL","PERDESAAN",2015,"SEPTEMBER",279594
"SULAWESI BARAT","TOTAL","PERDESAAN",2016,"MARET",290340
"SULAWESI BARAT","TOTAL","PERDESAAN",2016,"SEPTEMBER",295739
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2015,"MARET",261882
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2015,"SEPTEMBER",277479
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2016,"MARET",286840
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2016,"SEPTEMBER",292518
"SULAWESI BARAT","TOTAL","PERKOTAAN",2017,"MARET",295178
"SULAWESI BARAT","TOTAL","PERKOTAAN",2017,"SEPTEMBER",318376
"SULAWESI BARAT","TOTAL","PERKOTAAN",2018,"MARET",321324
"SULAWESI BARAT","TOTAL","PERKOTAAN",2018,"SEPTEMBER",326426
"SULAWESI BARAT","TOTAL","PERDESAAN",2017,"MARET",304849
"SULAWESI BARAT","TOTAL","PERDESAAN",2017,"SEPTEMBER",315137
"SULAWESI BARAT","TOTAL","PERDESAAN",2018,"MARET",318512
"SULAWESI BARAT","TOTAL","PERDESAAN",2018,"SEPTEMBER",323561
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2017,"MARET",302851
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2017,"SEPTEMBER",315918
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2018,"MARET",319121
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2018,"SEPTEMBER",324042
"SULAWESI BARAT","TOTAL","PERKOTAAN",2019,"MARET",328806
"SULAWESI BARAT","TOTAL","PERKOTAAN",2019,"SEPTEMBER",340649
"SULAWESI BARAT","TOTAL","PERKOTAAN",2020,"MARET",354993
"SULAWESI BARAT","TOTAL","PERKOTAAN",2020,"SEPTEMBER",356967
"SULAWESI BARAT","TOTAL","PERDESAAN",2019,"MARET",328014
"SULAWESI BARAT","TOTAL","PERDESAAN",2019,"SEPTEMBER",339838
"SULAWESI BARAT","TOTAL","PERDESAAN",2020,"MARET",349695
"SULAWESI BARAT","TOTAL","PERDESAAN",2020,"SEPTEMBER",352269
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2019,"MARET",328144
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2019,"SEPTEMBER",339942
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2020,"MARET",350743
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2020,"SEPTEMBER",352874
"SULAWESI BARAT","TOTAL","PERKOTAAN",2021,"MARET",368899
"SULAWESI BARAT","TOTAL","PERKOTAAN",2021,"SEPTEMBER",382292
"SULAWESI BARAT","TOTAL","PERKOTAAN",2022,"MARET",404705
"SULAWESI BARAT","TOTAL","PERKOTAAN",2022,"SEPTEMBER",428974
"SULAWESI BARAT","TOTAL","PERDESAAN",2021,"MARET",363308
"SULAWESI BARAT","TOTAL","PERDESAAN",2021,"SEPTEMBER",384598
"SULAWESI BARAT","TOTAL","PERDESAAN",2022,"MARET",405377
"SULAWESI BARAT","TOTAL","PERDESAAN",2022,"SEPTEMBER",426299
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2021,"MARET",364251
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2021,"SEPTEMBER",384085
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2022,"MARET",405187
"SULAWESI BARAT","TOTAL","PERDESAANPERKOTAAN",2022,"SEPTEMBER",426977
"MALUKU","MAKANAN","PERKOTAAN",2015,"MARET",293811
"MALUKU","MAKANAN","PERKOTAAN",2015,"SEPTEMBER",294604
"MALUKU","MAKANAN","PERKOTAAN",2016,"MARET",301282
"MALUKU","MAKANAN","PERKOTAAN",2016,"SEPTEMBER",309375
"MALUKU","MAKANAN","PERDESAAN",2015,"MARET",315018
"MALUKU","MAKANAN","PERDESAAN",2015,"SEPTEMBER",320259
"MALUKU","MAKANAN","PERDESAAN",2016,"MARET",327734
"MALUKU","MAKANAN","PERDESAAN",2016,"SEPTEMBER",333547
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2015,"MARET",306768
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",310278
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2016,"MARET",318165
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",324381
"MALUKU","MAKANAN","PERKOTAAN",2017,"MARET",319133
"MALUKU","MAKANAN","PERKOTAAN",2017,"SEPTEMBER",341556
"MALUKU","MAKANAN","PERKOTAAN",2018,"MARET",342923
"MALUKU","MAKANAN","PERKOTAAN",2018,"SEPTEMBER",356495
"MALUKU","MAKANAN","PERDESAAN",2017,"MARET",342515
"MALUKU","MAKANAN","PERDESAAN",2017,"SEPTEMBER",347373
"MALUKU","MAKANAN","PERDESAAN",2018,"MARET",351733
"MALUKU","MAKANAN","PERDESAAN",2018,"SEPTEMBER",364361
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2017,"MARET",333356
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",345090
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2018,"MARET",348099
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",361160
"MALUKU","MAKANAN","PERKOTAAN",2019,"MARET",380992
"MALUKU","MAKANAN","PERKOTAAN",2019,"SEPTEMBER",399149
"MALUKU","MAKANAN","PERKOTAAN",2020,"MARET",407169
"MALUKU","MAKANAN","PERKOTAAN",2020,"SEPTEMBER",423608
"MALUKU","MAKANAN","PERDESAAN",2019,"MARET",388514
"MALUKU","MAKANAN","PERDESAAN",2019,"SEPTEMBER",424033
"MALUKU","MAKANAN","PERDESAAN",2020,"MARET",428902
"MALUKU","MAKANAN","PERDESAAN",2020,"SEPTEMBER",433906
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2019,"MARET",385303
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",414480
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2020,"MARET",419778
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",429678
"MALUKU","MAKANAN","PERKOTAAN",2021,"MARET",431414
"MALUKU","MAKANAN","PERKOTAAN",2021,"SEPTEMBER",441674
"MALUKU","MAKANAN","PERKOTAAN",2022,"MARET",460569
"MALUKU","MAKANAN","PERKOTAAN",2022,"SEPTEMBER",495440
"MALUKU","MAKANAN","PERDESAAN",2021,"MARET",440977
"MALUKU","MAKANAN","PERDESAAN",2021,"SEPTEMBER",457656
"MALUKU","MAKANAN","PERDESAAN",2022,"MARET",473778
"MALUKU","MAKANAN","PERDESAAN",2022,"SEPTEMBER",497638
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2021,"MARET",436876
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",450442
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2022,"MARET",468335
"MALUKU","MAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",496691
"MALUKU","NONMAKANAN","PERKOTAAN",2015,"MARET",106536
"MALUKU","NONMAKANAN","PERKOTAAN",2015,"SEPTEMBER",110325
"MALUKU","NONMAKANAN","PERKOTAAN",2016,"MARET",111698
"MALUKU","NONMAKANAN","PERKOTAAN",2016,"SEPTEMBER",115413
"MALUKU","NONMAKANAN","PERDESAAN",2015,"MARET",84158
"MALUKU","NONMAKANAN","PERDESAAN",2015,"SEPTEMBER",85243
"MALUKU","NONMAKANAN","PERDESAAN",2016,"MARET",87443
"MALUKU","NONMAKANAN","PERDESAAN",2016,"SEPTEMBER",90151
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2015,"MARET",92864
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",95001
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2016,"MARET",96137
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2016,"SEPTEMBER",100275
"MALUKU","NONMAKANAN","PERKOTAAN",2017,"MARET",118510
"MALUKU","NONMAKANAN","PERKOTAAN",2017,"SEPTEMBER",119996
"MALUKU","NONMAKANAN","PERKOTAAN",2018,"MARET",124804
"MALUKU","NONMAKANAN","PERKOTAAN",2018,"SEPTEMBER",127820
"MALUKU","NONMAKANAN","PERDESAAN",2017,"MARET",93271
"MALUKU","NONMAKANAN","PERDESAAN",2017,"SEPTEMBER",96192
"MALUKU","NONMAKANAN","PERDESAAN",2018,"MARET",96604
"MALUKU","NONMAKANAN","PERDESAAN",2018,"SEPTEMBER",102147
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2017,"MARET",103508
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2017,"SEPTEMBER",106124
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2018,"MARET",108357
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2018,"SEPTEMBER",113012
"MALUKU","NONMAKANAN","PERKOTAAN",2019,"MARET",139398
"MALUKU","NONMAKANAN","PERKOTAAN",2019,"SEPTEMBER",146707
"MALUKU","NONMAKANAN","PERKOTAAN",2020,"MARET",151053
"MALUKU","NONMAKANAN","PERKOTAAN",2020,"SEPTEMBER",160453
"MALUKU","NONMAKANAN","PERDESAAN",2019,"MARET",111187
"MALUKU","NONMAKANAN","PERDESAAN",2019,"SEPTEMBER",118574
"MALUKU","NONMAKANAN","PERDESAAN",2020,"MARET",123188
"MALUKU","NONMAKANAN","PERDESAAN",2020,"SEPTEMBER",132591
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2019,"MARET",123475
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2019,"SEPTEMBER",130898
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2020,"MARET",135419
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2020,"SEPTEMBER",144007
"MALUKU","NONMAKANAN","PERKOTAAN",2021,"MARET",165150
"MALUKU","NONMAKANAN","PERKOTAAN",2021,"SEPTEMBER",171643
"MALUKU","NONMAKANAN","PERKOTAAN",2022,"MARET",178780
"MALUKU","NONMAKANAN","PERKOTAAN",2022,"SEPTEMBER",187267
"MALUKU","NONMAKANAN","PERDESAAN",2021,"MARET",139669
"MALUKU","NONMAKANAN","PERDESAAN",2021,"SEPTEMBER",142688
"MALUKU","NONMAKANAN","PERDESAAN",2022,"MARET",151424
"MALUKU","NONMAKANAN","PERDESAAN",2022,"SEPTEMBER",166486
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2021,"MARET",150854
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2021,"SEPTEMBER",155467
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2022,"MARET",162991
"MALUKU","NONMAKANAN","PERDESAANPERKOTAAN",2022,"SEPTEMBER",175765
"MALUKU","TOTAL","PERKOTAAN",2013,"MARET",315012
"MALUKU","TOTAL","PERKOTAAN",2013,"SEPTEMBER",358068
"MALUKU","TOTAL","PERKOTAAN",2014,"MARET",362783
"MALUKU","TOTAL","PERKOTAAN",2014,"SEPTEMBER",369738
"MALUKU","TOTAL","PERDESAAN",2013,"MARET",285967
"MALUKU","TOTAL","PERDESAAN",2013,"SEPTEMBER",339466
"MALUKU","TOTAL","PERDESAAN",2014,"MARET",345536
"MALUKU","TOTAL","PERDESAAN",2014,"SEPTEMBER",355478
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2013,"MARET",NA
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2013,"SEPTEMBER",NA
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2014,"MARET",NA
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2014,"SEPTEMBER",NA
"MALUKU","TOTAL","PERKOTAAN",2015,"MARET",400347
"MALUKU","TOTAL","PERKOTAAN",2015,"SEPTEMBER",404929
"MALUKU","TOTAL","PERKOTAAN",2016,"MARET",412980
"MALUKU","TOTAL","PERKOTAAN",2016,"SEPTEMBER",424788
"MALUKU","TOTAL","PERDESAAN",2015,"MARET",399176
"MALUKU","TOTAL","PERDESAAN",2015,"SEPTEMBER",405502
"MALUKU","TOTAL","PERDESAAN",2016,"MARET",415177
"MALUKU","TOTAL","PERDESAAN",2016,"SEPTEMBER",423698
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2015,"MARET",399632
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2015,"SEPTEMBER",405279
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2016,"MARET",414302
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2016,"SEPTEMBER",424656
"MALUKU","TOTAL","PERKOTAAN",2017,"MARET",437644
"MALUKU","TOTAL","PERKOTAAN",2017,"SEPTEMBER",461552
"MALUKU","TOTAL","PERKOTAAN",2018,"MARET",467727
"MALUKU","TOTAL","PERKOTAAN",2018,"SEPTEMBER",484316
"MALUKU","TOTAL","PERDESAAN",2017,"MARET",435787
"MALUKU","TOTAL","PERDESAAN",2017,"SEPTEMBER",443565
"MALUKU","TOTAL","PERDESAAN",2018,"MARET",448337
"MALUKU","TOTAL","PERDESAAN",2018,"SEPTEMBER",466508
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2017,"MARET",436864
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2017,"SEPTEMBER",451214
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2018,"MARET",456456
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2018,"SEPTEMBER",474172
"MALUKU","TOTAL","PERKOTAAN",2019,"MARET",520390
"MALUKU","TOTAL","PERKOTAAN",2019,"SEPTEMBER",545855
"MALUKU","TOTAL","PERKOTAAN",2020,"MARET",558222
"MALUKU","TOTAL","PERKOTAAN",2020,"SEPTEMBER",584061
"MALUKU","TOTAL","PERDESAAN",2019,"MARET",499701
"MALUKU","TOTAL","PERDESAAN",2019,"SEPTEMBER",542606
"MALUKU","TOTAL","PERDESAAN",2020,"MARET",552090
"MALUKU","TOTAL","PERDESAAN",2020,"SEPTEMBER",566497
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2019,"MARET",508778
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2019,"SEPTEMBER",545378
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2020,"MARET",555197
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2020,"SEPTEMBER",573685
"MALUKU","TOTAL","PERKOTAAN",2021,"MARET",596564
"MALUKU","TOTAL","PERKOTAAN",2021,"SEPTEMBER",613316
"MALUKU","TOTAL","PERKOTAAN",2022,"MARET",639349
"MALUKU","TOTAL","PERKOTAAN",2022,"SEPTEMBER",682707
"MALUKU","TOTAL","PERDESAAN",2021,"MARET",580646
"MALUKU","TOTAL","PERDESAAN",2021,"SEPTEMBER",600344
"MALUKU","TOTAL","PERDESAAN",2022,"MARET",625202
"MALUKU","TOTAL","PERDESAAN",2022,"SEPTEMBER",664124
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2021,"MARET",587730
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2021,"SEPTEMBER",605909
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2022,"MARET",631326
"MALUKU","TOTAL","PERDESAANPERKOTAAN",2022,"SEPTEMBER",672456
"MALUKU UTARA","MAKANAN","PERKOTAAN",2015,"MARET",279379
"MALUKU UTARA","MAKANAN","PERKOTAAN",2015,"SEPTEMBER",292989
"MALUKU UTARA","MAKANAN","PERKOTAAN",2016,"MARET",301209
"MALUKU UTARA","MAKANAN","PERKOTAAN",2016,"SEPTEMBER",311558
"MALUKU UTARA","MAKANAN","PERDESAAN",2015,"MARET",273858
"MALUKU UTARA","MAKANAN","PERDESAAN",2015,"SEPTEMBER",289208
"MALUKU UTARA","MAKANAN","PERDESAAN",2016,"MARET",298037
"MALUKU UTARA","MAKANAN","PERDESAAN",2016,"SEPTEMBER",301999
"MALUKU UTARA","MAKANAN","PERDESAANPERKOTAAN",2015,"MARET",275361
"MALUKU UTARA","MAKANAN","PERDESAANPERKOTAAN",2015,"SEPTEMBER",290237
